CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Ct,Avg_Utilization_Ratio,Quarter,Year
711234783,Attrited Customer,44,F,4,Graduate,Married,$40K - $60K,Blue,28,5,2,3,2020,0,2020,45,0,Q2,2018
711460458,Attrited Customer,44,M,1,Graduate,Married,$40K - $60K,Silver,34,5,2,3,10973,0,10973,75,0,Q4,2018
711540108,Attrited Customer,44,F,4,High School,Married,Less than $40K,Blue,33,5,3,6,1438.3,0,1438.3,48,0,Q2,2018
713906508,Existing Customer,44,F,1,College,Married,Less than $40K,Blue,36,6,3,3,2837,834,2003,69,0.294,none,2018
713914683,Existing Customer,44,F,1,Graduate,Single,Less than $40K,Blue,48,3,1,2,2000,481,599,67,0.24,none,2019
713914683,Existing Customer,44,F,1,Graduate,Single,Less than $40K,Blue,36,3,4,2,1484,885,599,74,0.596,none,2018
711637458,Attrited Customer,44,F,1,High School,Married,$40K - $60K,Blue,36,2,3,3,2228,0,2228,45,0,Q4,2018
712130058,Attrited Customer,44,F,2,College,Single,$40K - $60K,Silver,36,3,3,4,8075,317,7758,41,0.039,Q3,2018
712157958,Attrited Customer,44,M,3,College,Married,$60K - $80K,Silver,36,1,3,2,10908,0,10908,42,0,Q2,2018
712279683,Attrited Customer,44,M,3,Graduate,Married,$60K - $80K,Silver,36,2,3,3,9114,0,9114,52,0,Q3,2018
712660308,Attrited Customer,44,F,1,High School,Single,Less than $40K,Blue,36,2,3,3,1895,0,1895,40,0,Q3,2018
712706058,Attrited Customer,44,F,2,Graduate,Single,Less than $40K,Blue,37,1,2,4,1491,0,1491,46,0,Q1,2018
713935533,Existing Customer,44,M,3,Graduate,Married,$60K - $80K,Gold,29,5,1,3,19360,870,18490,78,0.045,none,2018
713935533,Existing Customer,44,M,3,Graduate,Married,$60K - $80K,Gold,41,5,0,3,19360,271,18490,57,0.01,none,2019
712900308,Attrited Customer,44,F,2,College,Single,Less than $40K,Blue,34,4,3,3,1751,0,1751,37,0,Q3,2018
713115483,Attrited Customer,44,F,2,Uneducated,Married,Less than $40K,Blue,36,6,3,3,1684,0,1684,45,0,Q2,2018
713390433,Attrited Customer,44,M,1,Graduate,Single,$80K - $120K,Platinum,29,2,3,2,34516,2517,31999,67,0.073,Q4,2018
713594883,Attrited Customer,44,F,2,High School,Single,Less than $40K,Blue,32,5,3,3,1486,849,637,43,0.571,Q2,2018
713685033,Attrited Customer,44,F,2,Graduate,Married,Less than $40K,Blue,33,3,2,2,2417,0,2417,38,0,Q1,2018
714319233,Attrited Customer,44,M,5,Graduate,Divorced,$60K - $80K,Silver,36,3,3,6,6538,0,6538,33,0,Q2,2018
714408933,Attrited Customer,44,M,2,Graduate,Single,$60K - $80K,Silver,36,4,2,2,10834,0,10834,51,0,Q4,2018
714519408,Attrited Customer,44,F,3,College,Married,$40K - $60K,Silver,36,2,3,3,5357,2139,3218,48,0.399,Q4,2018
714012258,Existing Customer,44,F,2,College,Single,Less than $40K,Blue,46,3,5,1,2429,367,742,75,0.15,none,2019
714012258,Existing Customer,44,F,2,College,Single,Less than $40K,Blue,34,3,2,1,2429,1687,742,74,0.695,none,2018
714634983,Attrited Customer,44,F,1,College,Single,$40K - $60K,Blue,36,3,3,3,3517,0,3517,48,0,Q1,2018
714757083,Attrited Customer,44,M,4,Post-Graduate,Married,$60K - $80K,Gold,37,1,2,2,29076,0,29076,84,0,Q4,2018
714960408,Attrited Customer,44,F,3,College,Married,Less than $40K,Blue,34,4,3,1,1605,890,715,45,0.555,Q2,2018
715020933,Attrited Customer,44,F,4,College,Divorced,$60K - $80K,Gold,34,4,3,4,15944,0,15944,67,0,Q4,2018
715150983,Attrited Customer,44,F,3,College,Married,$80K - $120K,Gold,34,2,3,3,26021,0,26021,60,0,Q4,2018
715487733,Attrited Customer,44,F,4,Graduate,Married,Less than $40K,Blue,36,6,3,3,1452,0,1452,42,0,Q2,2018
715497558,Attrited Customer,44,F,1,College,Married,Less than $40K,Blue,36,6,3,3,3052,0,3052,47,0,Q2,2018
715514133,Attrited Customer,44,F,4,Graduate,Married,$40K - $60K,Blue,31,3,3,4,2184,0,2184,42,0,Q2,2018
715773783,Attrited Customer,44,F,2,Graduate,Single,$40K - $60K,Blue,35,2,3,4,4196,561,3635,38,0.134,Q4,2018
716122008,Attrited Customer,44,F,3,High School,Married,Less than $40K,Blue,35,3,3,2,1855,0,1855,27,0,Q2,2018
716244033,Attrited Customer,44,M,3,Graduate,Married,$40K - $60K,Silver,33,2,3,3,7266,906,6360,27,0.125,Q4,2018
716506083,Attrited Customer,44,F,1,High School,Married,$40K - $60K,Silver,36,5,3,4,5409,0,5409,60,0,Q4,2018
716863458,Attrited Customer,44,M,1,Doctorate,Single,$80K - $120K,Platinum,36,2,3,3,34516,569,33947,68,0.016,Q4,2018
716977758,Attrited Customer,44,F,3,Graduate,Married,$40K - $60K,Blue,36,2,3,1,3675,2517,1158,35,0.685,Q2,2018
717592758,Attrited Customer,44,F,3,High School,Married,Less than $40K,Blue,36,3,2,2,1606,1578,28,44,0.983,Q2,2018
717696333,Attrited Customer,44,M,1,Post-Graduate,Single,$120K +,Platinum,36,4,3,3,34516,0,34516,60,0,Q3,2018
718171308,Attrited Customer,44,F,3,Graduate,Married,Less than $40K,Blue,36,6,3,4,1984,0,1984,46,0,Q2,2018
718263108,Attrited Customer,44,F,3,High School,Divorced,Less than $40K,Blue,32,3,3,2,1693,1457,236,42,0.861,Q2,2018
718279008,Attrited Customer,44,M,3,Graduate,Married,$60K - $80K,Gold,36,5,2,3,25276,0,25276,38,0,Q4,2018
718296558,Attrited Customer,44,F,4,College,Married,Less than $40K,Blue,31,4,3,5,1691,1327,364,33,0.785,Q2,2018
714139308,Existing Customer,44,M,3,College,Married,Less than $40K,Blue,54,2,3,1,2000,467,1438.3,97,0.23,none,2019
718665033,Attrited Customer,44,M,0,Doctorate,Single,$80K - $120K,Platinum,36,2,3,4,34140,0,34140,76,0,Q4,2018
714147858,Existing Customer,44,M,3,Graduate,Married,$80K - $120K,Gold,35,3,3,4,18358,1044,17314,85,0.057,none,2018
714147858,Existing Customer,44,M,3,Graduate,Married,$80K - $120K,Gold,47,3,5,4,18358,354,17314,36,0.02,none,2019
714151533,Existing Customer,44,F,1,Graduate,Married,$40K - $60K,Silver,46,5,4,4,4589,1622,2967,33,0.353,none,2018
718877883,Attrited Customer,44,F,2,College,Single,$40K - $60K,Silver,36,3,1,1,5644,2517,3127,44,0.446,Q3,2018
714166833,Existing Customer,44,F,1,Graduate,Single,$40K - $60K,Silver,34,3,3,2,13609,1432,12177,77,0.105,none,2018
714166833,Existing Customer,44,F,1,Graduate,Single,$40K - $60K,Silver,46,3,1,2,13609,476,12177,51,0.03,none,2019
714173808,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,46,5,1,2,4214,769,2965,120,0.18,none,2019
714173808,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,34,5,1,2,4214,1249,2965,34,0.296,none,2018
718958583,Attrited Customer,44,M,2,High School,Married,Less than $40K,Blue,36,5,3,2,2367,1606,761,59,0.678,Q3,2018
719384433,Attrited Customer,44,F,3,High School,Divorced,Less than $40K,Blue,28,5,2,3,1877,1203,674,57,0.641,Q2,2018
719590458,Attrited Customer,44,F,4,Graduate,Married,Less than $40K,Blue,36,6,3,3,1905,0,1905,46,0,Q3,2018
719657583,Attrited Customer,44,M,3,Graduate,Married,$40K - $60K,Silver,40,2,2,6,9502,2457,7045,57,0.259,Q2,2018
719874633,Attrited Customer,44,M,0,Graduate,Single,$80K - $120K,Platinum,36,2,2,3,34516,0,34516,34,0,Q3,2018
720283758,Attrited Customer,44,F,2,College,Married,$60K - $80K,Silver,36,1,3,3,13735,1733,12002,43,0.126,Q2,2018
720330558,Attrited Customer,44,M,3,Graduate,Married,$80K - $120K,Gold,25,5,2,3,25256,966,24290,40,0.038,Q2,2018
720612333,Attrited Customer,44,F,1,College,Married,Less than $40K,Blue,28,6,2,2,1951,0,1951,45,0,Q4,2018
720748608,Attrited Customer,44,M,3,Graduate,Divorced,$40K - $60K,Blue,32,1,2,2,3575,0,3575,66,0,Q4,2018
720983733,Attrited Customer,44,M,3,Graduate,Married,$60K - $80K,Gold,36,2,3,3,15422,864,14558,54,0.056,Q2,2018
753365883,Attrited Customer,44,F,1,Graduate,Married,Less than $40K,Blue,37,3,2,3,1900,0,1900,45,0,Q4,2018
769053033,Attrited Customer,44,F,1,Graduate,Single,$40K - $60K,Blue,38,3,2,5,4142,2517,1625,44,0.608,Q1,2018
714253983,Existing Customer,44,M,3,Graduate,Married,$40K - $60K,Silver,36,4,2,3,9465,0,9465,59,0,none,2018
714253983,Existing Customer,44,M,3,Graduate,Married,$40K - $60K,Silver,48,4,2,3,9465,1110,9465,17,0.12,none,2019
771776808,Attrited Customer,44,M,2,Uneducated,Married,Less than $40K,Blue,33,5,4,3,1527,0,1527,38,0,Q4,2018
714267858,Existing Customer,44,F,2,College,Single,Less than $40K,Silver,49,6,3,1,4559,444,2879,106,0.1,none,2019
714267858,Existing Customer,44,F,2,College,Single,Less than $40K,Silver,37,6,2,1,4559,1680,2879,76,0.369,none,2018
778781508,Attrited Customer,44,F,2,College,Married,$40K - $60K,Silver,32,4,3,3,8477,2517,5960,41,0.297,Q3,2018
780032208,Attrited Customer,44,M,3,Graduate,Married,$60K - $80K,Silver,34,5,3,3,14201,0,14201,47,0,Q2,2018
789081408,Attrited Customer,44,F,2,Uneducated,Married,Less than $40K,Blue,32,6,3,4,1438.3,170,1268.3,45,0.118,Q2,2018
714290583,Existing Customer,44,M,4,High School,Married,Less than $40K,Blue,48,3,6,2,3117,629,1717,81,0.2,none,2019
714290583,Existing Customer,44,M,4,High School,Married,Less than $40K,Blue,36,3,2,2,3117,1400,1717,85,0.449,none,2018
789412458,Attrited Customer,44,M,2,Post-Graduate,Married,$60K - $80K,Gold,34,6,3,4,23026,2517,20509,52,0.109,Q3,2018
714304458,Existing Customer,44,M,3,High School,Married,$40K - $60K,Blue,48,2,2,1,3605,1103,3605,95,0.31,none,2019
714304458,Existing Customer,44,M,3,High School,Married,$40K - $60K,Blue,36,2,2,1,3605,0,3605,78,0,none,2018
714312708,Existing Customer,44,M,0,College,Single,$60K - $80K,Silver,36,6,3,2,6606,2517,4089,68,0.381,none,2018
714312708,Existing Customer,44,M,0,College,Single,$60K - $80K,Silver,48,6,6,2,6606,883,4089,90,0.13,none,2019
789817833,Attrited Customer,44,F,5,College,Divorced,$40K - $60K,Silver,33,3,3,2,9073,2466,6607,60,0.272,Q4,2018
794719983,Attrited Customer,44,F,4,High School,Divorced,$40K - $60K,Blue,38,2,2,3,2616,2505,111,42,0.958,Q4,2018
795784008,Attrited Customer,44,F,3,Graduate,Married,Less than $40K,Blue,38,4,2,3,3889,2517,1372,37,0.647,Q4,2018
797150733,Attrited Customer,44,M,3,College,Divorced,Less than $40K,Blue,38,5,2,2,1643,0,1643,39,0,Q2,2018
797707008,Attrited Customer,44,F,3,Graduate,Married,$40K - $60K,Silver,38,6,1,3,7222,0,7222,18,0,Q3,2018
801380808,Attrited Customer,44,M,2,Doctorate,Married,$80K - $120K,Gold,38,1,2,1,25894,2517,23377,49,0.097,Q2,2018
807946833,Attrited Customer,44,F,2,Graduate,Single,Less than $40K,Blue,39,6,3,3,1791,0,1791,36,0,Q3,2018
814765533,Attrited Customer,44,F,2,High School,Single,$40K - $60K,Silver,39,4,3,3,10587,2517,8070,54,0.238,Q2,2018
814840833,Attrited Customer,44,M,2,Graduate,Married,$60K - $80K,Silver,39,4,3,2,7924,2517,5407,37,0.318,Q2,2018
815353083,Attrited Customer,44,M,1,College,Single,$80K - $120K,Platinum,39,2,3,2,34516,2361,32155,36,0.068,Q2,2018
817607358,Attrited Customer,44,F,2,College,Married,$80K - $120K,Platinum,35,3,3,3,34516,0,34516,44,0,Q2,2018
819688458,Attrited Customer,44,F,2,Graduate,Single,Less than $40K,Blue,39,6,3,2,1545,0,1545,39,0,Q4,2018
819714408,Attrited Customer,44,F,2,Graduate,Married,$40K - $60K,Silver,39,6,3,3,5666,2386,3280,42,0.421,Q2,2018
820047858,Attrited Customer,44,F,4,Graduate,Divorced,Less than $40K,Blue,39,1,4,2,3017,1868,1149,50,0.619,Q3,2018
714436383,Existing Customer,44,M,4,Graduate,Divorced,$80K - $120K,Gold,34,4,3,2,26856,0,26856,75,0,none,2018
714436383,Existing Customer,44,M,4,Graduate,Divorced,$80K - $120K,Gold,46,4,0,2,26856,631,26856,87,0.02,none,2019
827051808,Attrited Customer,44,F,0,College,Married,$40K - $60K,Silver,40,5,4,2,7499,1083,6416,45,0.144,Q3,2018
714449283,Existing Customer,44,M,4,Post-Graduate,Divorced,$80K - $120K,Gold,36,1,3,1,25428,1528,23900,97,0.06,none,2018
714449283,Existing Customer,44,M,4,Post-Graduate,Divorced,$80K - $120K,Gold,48,1,1,1,25428,1165,23900,121,0.05,none,2019
714462558,Existing Customer,44,F,5,Graduate,Married,$40K - $60K,Silver,36,4,2,3,5791,0,5791,67,0,none,2018
714462558,Existing Customer,44,F,5,Graduate,Married,$40K - $60K,Silver,48,4,3,3,5791,712,5791,46,0.12,none,2019
714500883,Existing Customer,44,F,3,College,Married,$80K - $120K,Gold,36,4,2,3,21242,819,20423,37,0.039,none,2018
714500883,Existing Customer,44,F,3,College,Married,$80K - $120K,Gold,48,4,1,3,21242,660,20423,90,0.03,none,2019
714510483,Existing Customer,44,M,0,Graduate,Single,$80K - $120K,Platinum,36,2,3,3,34516,2517,31999,87,0.073,none,2018
714510483,Existing Customer,44,M,0,Graduate,Single,$80K - $120K,Platinum,48,2,6,3,34516,823,31999,57,0.02,none,2019
714566958,Existing Customer,44,M,3,College,Married,$80K - $120K,Gold,36,4,2,5,20882,1420,19462,40,0.068,none,2018
714566958,Attrited Customer,44,M,3,College,Married,$80K - $120K,Gold,48,4,6,5,20882,561,19462,119,0.03,Q3,2019
714594933,Existing Customer,44,F,2,Graduate,Divorced,$40K - $60K,Silver,48,6,3,0,7065,443,6075,20,0.06,none,2019
714594933,Existing Customer,44,F,2,Graduate,Divorced,$40K - $60K,Silver,36,6,3,0,7065,990,6075,65,0.14,none,2018
714616308,Existing Customer,44,F,4,College,Divorced,$40K - $60K,Silver,50,6,6,1,7182,1158,5408,64,0.16,none,2019
714616308,Existing Customer,44,F,4,College,Divorced,$40K - $60K,Silver,38,6,4,1,7182,1774,5408,67,0.247,none,2018
714706083,Existing Customer,44,M,2,College,Married,$60K - $80K,Silver,36,5,3,4,12229,997,11232,75,0.082,none,2018
714706083,Existing Customer,44,M,2,College,Married,$60K - $80K,Silver,48,5,4,4,12229,542,11232,58,0.04,none,2019
714738033,Existing Customer,44,F,4,Graduate,Married,Less than $40K,Blue,37,5,1,2,1602,400,558,85,0.25,none,2019
714738033,Existing Customer,44,F,4,Graduate,Married,Less than $40K,Blue,25,5,3,2,1602,1044,558,85,0.652,none,2018
714779733,Existing Customer,44,M,1,Graduate,Single,$60K - $80K,Silver,36,3,1,4,10998,1586,9412,33,0.144,none,2018
714779733,Existing Customer,44,M,1,Graduate,Single,$60K - $80K,Silver,48,3,3,4,10998,235,9412,52,0.02,none,2019
714857508,Existing Customer,44,F,4,Graduate,Married,$40K - $60K,Silver,36,5,2,4,8667,1775,6892,69,0.205,none,2018
714857508,Existing Customer,44,F,4,Graduate,Married,$40K - $60K,Silver,48,5,3,4,8667,1005,6892,37,0.12,none,2019
714885258,Existing Customer,44,M,1,College,Single,$40K - $60K,Blue,37,5,1,2,4234,972,3262,27,0.23,none,2018
714885258,Existing Customer,44,M,1,College,Single,$40K - $60K,Blue,49,5,5,2,4234,847,3262,114,0.2,none,2019
714901383,Existing Customer,44,M,2,College,Married,$60K - $80K,Silver,38,6,3,3,9183,2191,6992,69,0.239,none,2018
714901383,Existing Customer,44,M,2,College,Married,$60K - $80K,Silver,50,6,1,3,9183,668,6992,107,0.07,none,2019
714951858,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,48,5,1,3,4473,1365,4473,108,0.31,none,2019
714951858,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,36,5,1,3,4473,0,4473,56,0,none,2018
715008858,Existing Customer,44,F,1,College,Married,Less than $40K,Blue,41,5,1,2,2941,655,2286,66,0.223,none,2018
715015683,Existing Customer,44,M,2,Graduate,Single,$40K - $60K,Silver,34,5,3,1,5331,1993,3338,39,0.374,none,2018
715015683,Existing Customer,44,M,2,Graduate,Single,$40K - $60K,Silver,46,5,1,1,5331,329,3338,54,0.06,none,2019
715017858,Existing Customer,44,M,2,Graduate,Married,$120K +,Platinum,36,2,1,3,34516,1421,33095,114,0.041,none,2018
715017858,Existing Customer,44,M,2,Graduate,Married,$120K +,Platinum,48,2,6,3,34516,937,33095,119,0.03,none,2019
715109508,Existing Customer,44,F,3,Graduate,Married,$40K - $60K,Silver,36,3,1,4,8729,1427,7302,96,0.163,none,2018
715109508,Existing Customer,44,F,3,Graduate,Married,$40K - $60K,Silver,48,3,4,4,8729,972,7302,67,0.11,none,2019
715117008,Existing Customer,44,M,3,College,Married,Less than $40K,Blue,36,4,2,3,1438.3,0,1438.3,82,0,none,2018
715120608,Existing Customer,44,M,1,Graduate,Single,$60K - $80K,Silver,37,2,3,2,14546,1703,12843,27,0.117,none,2018
715120608,Existing Customer,44,M,1,Graduate,Single,$60K - $80K,Silver,49,2,0,2,14546,1174,12843,18,0.08,none,2019
715161633,Existing Customer,44,F,2,High School,Single,$40K - $60K,Silver,38,6,3,3,7881,2517,5364,77,0.319,none,2018
715161633,Existing Customer,44,F,2,High School,Single,$40K - $60K,Silver,50,6,6,3,7881,938,5364,33,0.12,none,2019
715165758,Existing Customer,44,M,3,Post-Graduate,Married,$80K - $120K,Gold,35,3,4,1,27391,587,26804,56,0.021,none,2018
715165758,Existing Customer,44,M,3,Post-Graduate,Married,$80K - $120K,Gold,47,3,2,1,27391,784,26804,35,0.03,none,2019
715260558,Existing Customer,44,F,2,High School,Married,$40K - $60K,Blue,48,3,2,2,2055,1391,2055,38,0.68,none,2019
715260558,Existing Customer,44,F,2,High School,Married,$40K - $60K,Blue,36,3,2,2,2055,0,2055,80,0,none,2018
715354983,Existing Customer,44,M,3,Graduate,Married,$40K - $60K,Silver,35,6,3,1,6327,0,6327,77,0,none,2018
715354983,Existing Customer,44,M,3,Graduate,Married,$40K - $60K,Silver,47,6,6,1,6327,1409,6327,111,0.22,none,2019
715357308,Existing Customer,44,M,2,College,Married,$60K - $80K,Blue,36,3,1,2,4141,1424,2717,65,0.344,none,2018
715357308,Existing Customer,44,M,2,College,Married,$60K - $80K,Blue,48,3,6,2,4141,1100,2717,78,0.27,none,2019
715363908,Existing Customer,44,F,4,Graduate,Married,Less than $40K,Silver,38,4,0,2,4726,388,3175,20,0.08,none,2019
715363908,Existing Customer,44,F,4,Graduate,Married,Less than $40K,Silver,26,4,1,2,4726,1551,3175,70,0.328,none,2018
715392558,Existing Customer,44,M,0,Post-Graduate,Single,$120K +,Platinum,44,6,1,2,34516,0,34516,56,0,none,2018
715392558,Existing Customer,44,M,0,Post-Graduate,Single,$120K +,Platinum,56,6,0,2,34516,808,34516,22,0.02,none,2019
715395933,Existing Customer,44,F,3,College,Married,$40K - $60K,Silver,35,5,2,2,11238,2336,8902,70,0.208,none,2018
715395933,Attrited Customer,44,F,3,College,Married,$40K - $60K,Silver,47,5,1,2,11238,538,8902,105,0.05,Q4,2019
715413483,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,48,5,5,3,4066,1323,3038,66,0.33,none,2019
715413483,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,36,5,1,3,4066,1028,3038,77,0.253,none,2018
715491483,Existing Customer,44,M,2,Graduate,Divorced,$80K - $120K,Gold,36,5,2,0,24016,0,24016,62,0,none,2018
715491483,Existing Customer,44,M,2,Graduate,Divorced,$80K - $120K,Gold,48,5,5,0,24016,668,24016,81,0.03,none,2019
715579233,Existing Customer,44,F,1,College,Married,$40K - $60K,Blue,52,4,6,3,3659,1262,2303,15,0.34,none,2019
715579233,Existing Customer,44,F,1,College,Married,$40K - $60K,Blue,40,4,1,3,3659,1356,2303,74,0.371,none,2018
715729683,Existing Customer,44,M,3,Graduate,Married,$120K +,Platinum,36,1,2,2,34516,1106,33410,76,0.032,none,2018
715729683,Existing Customer,44,M,3,Graduate,Married,$120K +,Platinum,48,1,1,2,34516,867,33410,92,0.03,none,2019
715814433,Existing Customer,44,M,4,Graduate,Divorced,$60K - $80K,Silver,36,6,2,3,5877,1160,4717,83,0.197,none,2018
715814433,Existing Customer,44,M,4,Graduate,Divorced,$60K - $80K,Silver,48,6,3,3,5877,525,4717,71,0.09,none,2019
715849983,Existing Customer,44,F,4,High School,Married,$40K - $60K,Blue,48,4,4,4,2107,1040,2107,42,0.49,none,2019
715849983,Existing Customer,44,F,4,High School,Married,$40K - $60K,Blue,36,4,1,4,2107,0,2107,82,0,none,2018
715908558,Existing Customer,44,M,0,Graduate,Single,$60K - $80K,Gold,36,1,1,1,29572,1584,27988,88,0.054,none,2018
715908558,Existing Customer,44,M,0,Graduate,Single,$60K - $80K,Gold,48,1,0,1,29572,357,27988,19,0.01,none,2019
715986258,Existing Customer,44,F,1,Graduate,Single,$60K - $80K,Gold,41,3,3,2,15845,1675,14170,68,0.106,none,2018
715986258,Existing Customer,44,F,1,Graduate,Single,$60K - $80K,Gold,53,3,0,2,15845,452,14170,74,0.03,none,2019
716134533,Existing Customer,44,M,4,College,Married,$80K - $120K,Gold,34,4,4,3,22074,0,22074,80,0,none,2018
716134533,Existing Customer,44,M,4,College,Married,$80K - $120K,Gold,46,4,1,3,22074,394,22074,31,0.02,none,2019
716214108,Existing Customer,44,M,4,College,Married,$60K - $80K,Silver,36,1,2,1,6426,0,6426,80,0,none,2018
716214108,Existing Customer,44,M,4,College,Married,$60K - $80K,Silver,48,1,0,1,6426,648,6426,18,0.1,none,2019
716237508,Existing Customer,44,F,3,College,Married,$40K - $60K,Silver,36,4,3,2,5254,2507,2747,64,0.477,none,2018
716237508,Existing Customer,44,F,3,College,Married,$40K - $60K,Silver,48,4,5,2,5254,360,2747,60,0.07,none,2019
716283108,Existing Customer,44,F,4,College,Married,$40K - $60K,Silver,48,2,5,3,6769,1155,5636,55,0.17,none,2019
716283108,Existing Customer,44,F,4,College,Married,$40K - $60K,Silver,36,2,2,3,6769,1133,5636,88,0.167,none,2018
716369208,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,48,6,2,3,2420,828,1197,86,0.34,none,2019
716369208,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,36,6,5,3,2420,1223,1197,82,0.505,none,2018
716466483,Existing Customer,44,F,1,High School,Married,$40K - $60K,Blue,46,3,2,3,2245,298,903,51,0.13,none,2019
716466483,Existing Customer,44,F,1,High School,Married,$40K - $60K,Blue,34,3,3,3,2245,1342,903,87,0.598,none,2018
716483358,Existing Customer,44,M,2,Graduate,Single,$40K - $60K,Silver,29,5,1,4,6125,1329,4796,68,0.217,none,2018
716483358,Existing Customer,44,M,2,Graduate,Single,$40K - $60K,Silver,41,5,5,4,6125,1496,4796,17,0.24,none,2019
716732958,Existing Customer,44,F,2,High School,Married,$40K - $60K,Silver,32,2,2,3,7244,2031,5213,90,0.28,none,2018
716732958,Existing Customer,44,F,2,High School,Married,$40K - $60K,Silver,44,2,3,3,7244,1233,5213,92,0.17,none,2019
716747283,Attrited Customer,44,F,2,High School,Single,$40K - $60K,Blue,48,5,3,2,2097,879,873,33,0.42,Q2,2019
716747283,Existing Customer,44,F,2,High School,Single,$40K - $60K,Blue,36,5,2,2,2097,1224,873,79,0.584,none,2018
716815308,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,48,4,5,5,4396,1400,2907,64,0.32,none,2019
716815308,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,36,4,2,5,4396,1489,2907,69,0.339,none,2018
716851908,Existing Customer,44,F,3,High School,Divorced,$40K - $60K,Blue,59,1,0,3,2038,773,939,18,0.38,none,2019
716851908,Existing Customer,44,F,3,High School,Divorced,$40K - $60K,Blue,47,1,3,3,2038,1099,939,70,0.539,none,2018
716986458,Existing Customer,44,F,1,Graduate,Single,$40K - $60K,Silver,36,1,3,2,9766,1575,8191,101,0.161,none,2018
716986458,Existing Customer,44,F,1,Graduate,Single,$40K - $60K,Silver,48,1,0,2,9766,622,8191,119,0.06,none,2019
717073308,Existing Customer,44,F,3,College,Married,$40K - $60K,Blue,31,5,6,2,2679,727,1952,78,0.271,none,2018
717073308,Existing Customer,44,F,3,College,Married,$40K - $60K,Blue,43,5,5,2,2679,549,1952,79,0.2,none,2019
717085983,Existing Customer,44,F,2,High School,Single,$40K - $60K,Blue,37,6,1,3,3299,256,782,86,0.08,none,2019
717085983,Existing Customer,44,F,2,High School,Single,$40K - $60K,Blue,25,6,2,3,3299,2517,782,84,0.763,none,2018
717147708,Attrited Customer,44,M,2,College,Divorced,$40K - $60K,Blue,46,6,1,2,3650,843,2380,18,0.23,Q2,2019
717147708,Existing Customer,44,M,2,College,Divorced,$40K - $60K,Blue,34,6,3,2,3650,1270,2380,81,0.348,none,2018
717151383,Attrited Customer,44,F,1,Graduate,Married,$40K - $60K,Blue,48,3,4,3,2568,864,965,84,0.34,Q3,2019
717151383,Existing Customer,44,F,1,Graduate,Married,$40K - $60K,Blue,36,3,3,3,2568,1603,965,85,0.624,none,2018
717283008,Existing Customer,44,F,2,College,Single,$40K - $60K,Silver,36,2,1,2,7469,1378,6091,108,0.184,none,2018
717283008,Existing Customer,44,F,2,College,Single,$40K - $60K,Silver,48,2,4,2,7469,1454,6091,74,0.19,none,2019
717331758,Existing Customer,44,M,1,Graduate,Married,$120K +,Platinum,32,6,3,4,34516,2517,31999,83,0.073,none,2018
717331758,Existing Customer,44,M,1,Graduate,Married,$120K +,Platinum,44,6,2,4,34516,1358,31999,27,0.04,none,2019
717346833,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,45,3,3,2,1621,400,1621,72,0.25,none,2019
717346833,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,33,3,2,2,1621,0,1621,76,0,none,2018
717424458,Attrited Customer,44,F,2,Uneducated,Married,Less than $40K,Blue,48,3,4,2,2293,1286,470,118,0.56,Q3,2019
717424458,Existing Customer,44,F,2,Uneducated,Married,Less than $40K,Blue,36,3,3,2,2293,1823,470,22,0.795,none,2018
717545808,Existing Customer,44,F,1,High School,Married,Less than $40K,Blue,44,3,6,2,2900,605,913,71,0.21,none,2019
717545808,Existing Customer,44,F,1,High School,Married,Less than $40K,Blue,32,3,1,2,2900,1987,913,70,0.685,none,2018
717549408,Existing Customer,44,M,4,Graduate,Married,$80K - $120K,Gold,36,3,1,3,20485,0,20485,51,0,none,2018
717549408,Existing Customer,44,M,4,Graduate,Married,$80K - $120K,Gold,48,3,3,3,20485,739,20485,51,0.04,none,2019
717609633,Existing Customer,44,M,3,Graduate,Married,$60K - $80K,Silver,32,6,2,2,12725,1759,10966,58,0.138,none,2018
717609633,Existing Customer,44,M,3,Graduate,Married,$60K - $80K,Silver,44,6,4,2,12725,1094,10966,114,0.09,none,2019
717626508,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,48,3,6,1,1699,369,1699,118,0.22,none,2019
717626508,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,1,1699,0,1699,87,0,none,2018
